cluster,id,title,manufacturer,price,__source
3178,4464,transfer my dvd (6601),,28.75,google
2807,3827,outlook 2007 edu - microsoft - 543-03865,,50.13 gbp,google
2941,4092,experimentation in software engineering: an introduction by claes wohlin,,177,google
1694,2059,buster b. jones homespun video buster b. jones in concert,,14.86,google
2914,4064,abacus software 5562 chopper havoc for pc,abacus software,28.99,google
2616,3391,enfocus software ip4.0-sg-001 - instantpdf 4.0 single full,,211.97,google
2640,3449,magix pictures to cd & dvd,,14.9,google
2563,3322,ipswitch md-7330-2006 std av 1000u rnwl,,1267.29,google
1595,1827,red mile entertainment world war ii dvd trivia challenge,,18.77,google
1429,1447,22798 vsi-fax - license - 8 additional ports - linux unix win,,5189.82,google
3263,4562,microsoft(r) office ultimate 2007,,539.95,google
2368,3099,9912231 novanet san media server plug-in - maintenance ( 1 year ) - 3 servers - win,,339.06,google
1940,2535,studio ultimate version 11,,129,google
2619,3396,spyware x-terminator,,24.9,google
2494,3243,543-03927 microsoft office outlook 2007 - media - volume - cd - win - english,,23.33,google
1337,998,reader rabbit playtime for baby and toddler,the learning company,19.99,amazon
2542,3297,xsr-18xx-vpn-fw enterasys operating system base/vpn/firewall - upgrade package - 1 router - cd,,1131.29,google
1345,1071,windows xp pro nx7400 o/s,hewlett packard,0,amazon
1420,1438,19600061dm adobe creative suite 3 production premium - media - tlp - download - mac - world,,20.97,google
2990,4187,panda internet security 2007 panda software,,49.99,google
892,404,cosmi rom07524 print perfect business cards dvd,cosmi,0,amazon
892,4253,print perfect business cards dvd (pc) cosmi,,29.99,google
674,58,matchbox cross-town heroes,thq,19.99,amazon
674,3476,matchbox cross town heros,,14.9,google
337,790,scrabble champion edition,encore,19.95,amazon
337,3935,encore software 11192 - scrabble champion edition - win 98 me 2000 xp,,18.97,google
148,727,ibm viavoice advanced v.10,nuance communications inc.,0,amazon
148,1802,nuance communications inc. ibm viavoice advanced v.10,,57.54,google
481,683,math advantage 2008,encore,39.99,amazon
481,1606,encore inc math advantage 2008,,33.89,google
481,2138,encore software 12390 - math advantage 2008 - win 2000 xp vista,,34.97,google
291,484,adobe premiere elements 3.0,adobe,161.73,amazon
291,527,adobe premiere elements 3.0,adobe,99.99,amazon
291,4170,adobe premiere elements 3 (pc),,99.99,google
154,368,jumpstart advanced 3rd grade v2.0,knowledge adventure,19.99,amazon
154,4120,jumpstart advanced 3rd grade (pc/mac) knowledge adventure,,19.99,google
1057,319,poetry fiction and drama (win/mac) (jewel case),fogware publishing,9.99,amazon
1057,4482,poetry fiction and drama (win/mac) (jewel case) (10172),,9.59,google
940,1113,logic express 7.2 upgrade from logic  express 6,apple computer (direct),99,amazon
940,2311,apple logic express 7.2 upgrade from v.6,,99.99,google
407,75,epson storyteller photo book creator - 8 x 10 (20 pages),epson,29.99,amazon
407,2957,epson s041886 story teller 8 x 10 20 pages,,32.91,google
407,3284,epson s041886 epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win,,23.61,google
225,69,eastwest bsendorfer 290 grand piano virtual instrument,eastwest,199.95,amazon
225,2939,east west bosendorfer 290,,175.97,google
265,347,jumpstart advanced 1st grade v2.0,knowledge adventure,19.99,amazon
265,4227,jumpstart advanced 1st grade knowledge adventure,,19.99,google
832,673,bryce 6,re:launch,109.95,amazon
832,1618,re:launch bryce 6,,94.94,google
144,702,intellimover transfer your pc deluxe,nova development,69.99,amazon
144,1773,nova development corp intellimover transfer your pc deluxe,,65.17,google
752,1287,punch! 5 in 1 home design,punch! software,39.99,amazon
752,2398,punch software 24100 - punch! 5 in 1 home design - complete product - architectural - 1 user - complete productcomplete productstandard - pc,,35.97,google
1043,61,personal image manager,smith micro software,29.99,amazon
1043,3474,personal imagemanager,,22.9,google
894,632,microsoft windows xp professional full version with sp2,microsoft,299.99,amazon
894,1636,microsoft windows xp pro sp2 retail,,299.99,google
894,2287,microsoft windows xp pro oem sp2 no open box returns,,149.99,google
929,1108,3d bridge deluxe (mac),freeverse software,24.99,amazon
929,2327,freeverse 3d bridge deluxe,,24.99,google
951,677,mcsa/mcse self-paced training kit (exams 70-292 & 70-296) - upgrading your certi,microsoft,70,amazon
951,3047,mcsa/mcse self-paced training kit (exams 70-292 and 70-296) upg. your,,39.95,google
614,1169,print explosion deluxe 3.0 (mac),nova development,49.99,amazon
614,2269,nova print explosion deluxe 3.0,,46.99,google
69,796,ulead videostudio 11,corel,89.99,amazon
69,3544,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95,google
1078,20,millie's math house ages 3-7 (win/mac),ibm (aap misc parts),0,amazon
1078,2604,millies math house,,9.9,google
39,534,imsi resume writer deluxe [lb],imsi design,19.95,amazon
39,3433,resume writer deluxe,,12.9,google
692,1114,webroot spy sweeper antispyware 5.x,webroot software,29.95,amazon
692,2783,webroot software inc 66410 - spy sweeper (small box) (win 98 me 2000 xp),,25.97,google
692,2910,spy sweeper (small box),,22.99,google
452,935,corel dvd moviefactory 6.0 plus,corel,79.99,amazon
452,1976,corel corporation dvd movie factory 6 plus retial (english),,74.08,google
452,3542,corel ulead dvd moviefactory plus 6 software for windows authoring software,,79.95,google
452,4371,dvd moviefactory 6 plus,,77.32,google
686,1342,power translator 11 premium,language engineering co llc,79.99,amazon
686,2009,csdc power translator 11 premium - language engineering company,,64.25,google
501,523,microsoft windows vista ultimate full version [dvd],microsoft,399.95,amazon
501,1602,microsoft windows vista ultimate retail no open box returns,,399.99,google
955,666,riding academy: jump & ride,viva media,19.99,amazon
955,1581,viva media llc riding academy: jump & ride,,17.55,google
101,928,jeopardy,encore,9.99,amazon
101,3918,encore software 14120 - jeopardy jc - win 98 me 2000 xp,,7.69,google
29,1356,sentinel: descendants in time,dreamcatcher interactive,19.99,amazon
29,1987,dreamcatcher interactive sentinel: descendants in time,,17.55,google
346,345,portfolio media kit be syst recovery 7.0 win small business ed,symantec,50,amazon
346,2883,symantec 11859201 be sys recovery 7.0 win sbs ed media cd m/l,,31.98,google
1016,1019,neuratron photoscore professional 4,sibelius software ltd.,199.99,amazon
1016,3746,sibelius photoscore professional scanning software music production software,,179.95,google
682,355,zonealarm internet security suite,zone labs,49.99,amazon
682,4229,zonealarm internet security suite 2007 (pc) zonelabs,,49.99,google
511,975,computrace lojack for laptops - 1 year license (mac),absolute software,49.95,amazon
511,2350,computrace lojack for laptops - 1 yr subscription,,45.99,google
511,3582,absolute software lfl-m2-12 - computrace lojack for laptops - 1 year license - mac 10.2 or higher,,44.97,google
699,944,registry mechanic by encore software,encore software,46.52,amazon
699,3639,encore software 10599 - encore registry mechanic v.5.1 - complete product - utility - 1 user(s) - complete product - standard - pc,,25.97,google
814,768,battlefield 1942: deluxe edition,electronic arts,29.99,amazon
814,1745,ea sports battlefield 1942: deluxe edition (pc) game,,9.99,google
651,101,atari arcade classics (mac),macsoft,19.99,amazon
651,3033,destineer inc 10316 - destineer atari arcade classics - action/adventure - mac,,17.97,google
841,1191,sims 2 glamour life stuff pack,aspyr media,24.99,amazon
841,1930,aspyr media inc sims 2 glamour life stuff pack,,23.44,google
1045,448,instant play electric guitar (jewel box),topics entertainment,6.99,amazon
1045,3510,instant play electric guitar express (jc),,12.9,google
887,1016,math success deluxe 2007,topics entertainment,39.99,amazon
887,2143,topics entertainment 80796 - topics math success 2007 deluxe for windows - educational software - pc,,33.97,google
777,272,adobe audition 2.0,adobe,349,amazon
777,3700,adobe 22011152 audition2 win retail ue 1u,,296.2,google
777,3735,adobe audition 2.0 audio production software music production software,,348.95,google
203,829,avid liquid vs 7 software,avid technology,888.75,amazon
203,4129,avid liquid 7.0 - professional video editing software for windows professional editing software,,439.95,google
10,980,travelogue 360: paris,aspyr media,29.99,amazon
10,2212,aspyr media inc travelogue 360: paris,,27.99,google
723,617,norton antivirus mac 10.0 (mac),symantec,69.95,amazon
723,1577,symantec norton anti-virus v.10 mac,,64.99,google
670,189,upgrade delphi 2006 pro named fr delphi v3-2005 pro - cd,borland international,0,amazon
670,2871,borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd,,453.71,google
607,107,photoshop elements 5 and premiere elements 3 bundle win minibox (29180248),adobe,242.62,amazon
607,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,amazon
607,3059,adobe systems inc - 29180248 - adobe photoshop elements 5.0/premiere elements 3.0,,139.51,google
195,692,sunset boulevard,yamaha,31.95,amazon
195,1788,mike garson andrew lloyd webber andrew lloyd webber favorites - featuring sunset boulevard,,23.59,google
693,820,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,0,amazon
693,2054,encore inc adventure workshop 4th-6th grade 8th edition,,17.1,google
177,274,instant immersion italian 2.0,topics entertainment,29.99,amazon
177,4411,instant immersion italian 2.0,topics entertainment,20.99,google
697,1349,adobe creative suite cs3 web standard upsell [mac],adobe,799,amazon
697,1617,adobe cs3 web standard upsell,,819.99,google
219,364,adobe premiere elements 3.0 [lb],adobe,99.99,amazon
219,3754,adobe premiere elements 3.0,,89.99,google
219,3758,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95,google
133,1330,onone essentials for adobe photoshop elements version 2 - full,onone software,59.95,amazon
133,2002,onone software essentials for adobe photoshop elements version 2 - full,,59.33,google
960,1337,nero 8 ultra edition,nero inc.,99.95,amazon
960,2014,nero inc nero 8 ultra edition,,88.83,google
242,1179,microspot x-rip (mac),microspot ltd,349.99,amazon
242,2259,microspot x-rip large format print driver for os x,,335.99,google
549,987,casual games pack,egames,19.99,amazon
549,2188,egames. inc casual games pack,,16.62,google
164,543,adobe photoshop cs3 upgrade [mac],adobe,199,amazon
164,1734,adobe photoshop cs3 for mac upgrade,,189.99,google
363,999,spy sweeper w/antivirus family edition,webroot software,49.95,amazon
363,3626,webroot software inc 50210 - spy sweeper w/antivirus family edition (mass merchant) - win 2000 xp,,41.97,google
168,967,mavis beacon teaches typing 16,broderbund,19.99,amazon
168,3494,mavis beacon 16,,17.9,google
1047,655,art (dvd) (pc & mac),fogware publishing,29.99,amazon
1047,1594,fogware hyb art dvd,,21.99,google
1011,773,microsoft office mac 2004 english 3pk dsp ( 731-01163 ),microsoft corporation,0,amazon
1011,3569,microsoft office 2004 software suite oem - mac apple & mac software,,239.95,google
419,207,crystal reports 11 professional full product french,business objects,909.66,amazon
419,2888,crystal reports xi professional edition - complete package,,537.57,google
127,568,dv rack 2 win retail ue1u,adobe,908.69,amazon
127,4155,adobe dv rack 2.0 hd software for windows professional editing software,,499,google
515,1359,shapes,school zone,9.99,amazon
515,1972,school zone interactive shapes on track software,,9.45,google
358,544,microsoft windows xp home edition full version with sp2,microsoft,199,amazon
358,1649,microsoft windows xp home edition sp2 retail box,,199.99,google
508,1197,finale 2007 academic (win/mac),emedia,350,amazon
508,1938,makemusic finale 2007 academic create edit and print sheet music,,269,google
826,1018,wheel of fortune deluxe,encore,19.99,amazon
826,2134,encore software 14130 - wheel of fortune deluxe - win 98 me 2000 xp vista,,18.97,google
839,779,3d home architect landscape v.8 by encore software,encore software,39.99,amazon
839,3936,encore software 10636 - 3d home architect landscape v.8by,,25.97,google
839,3950,3d home architect landscape v.8by encore software,,26.36,google
888,675,art explosion 600 000 images,nova development,79.99,amazon
888,1621,nova development corp art explosion 600000 images,,72.86,google
31,902,sony sound effects series vol 1 through 10,sony pictures digital entertainment,0,amazon
31,3968,madison media software ssda3000 - sony sound effects series vol 1 through 10,,370.97,google
104,130,microsoft licenses sps extrnlconnnonemplyenglands c (h3200034),microsoft licenses,101515.55,amazon
104,3157,microsoft h32-00034 sps extrnlconnnonemplyengl&s c 805529073074,,55420.56,google
571,695,global software smart steps 1st grade ( windows macintosh ),global software,0,amazon
571,4141,global software a8641jch - dk smart steps first grade - win 95 98 me 2000 xp vista,,9.08,google
1074,1353,instant immersion italian deluxe v2.0 (large box),topics entertainment,29.99,amazon
1074,1984,topics entertainment instant immersion italian deluxe 2.0 (mass merchant box),,31.06,google
34,882,marine aquarium + sharks,encore software,9.95,amazon
34,2929,marine aquarium + sharks (win 98 me 2000 xp),,9.95,google
34,3909,encore software 10272 - marine aquarium + sharks - win 98 me 2000 xp,,7.69,google
333,1068,the print shop elements: labels & logos sb cs by the print shop,encore software,0,amazon
333,3386,encore software 11041 - the print shop elements: labels& logos sb cs by the print shop,,17.97,google
594,775,quake 4 (mac),aspyr media,39.99,amazon
594,1737,aspyr quake iv,,45.99,google
1044,181,emedia rock guitar method,emedia,39.99,amazon
1044,2901,emedia rock guitar method (win 95 98 me nt 2000 xp/mac 8.0),,39.15,google
299,658,webexpress,ingram micro,69.99,amazon
299,1593,microvision development webexpress,,57.52,google
272,880,super granny 3,encore software,19.99,amazon
272,3908,encore software 13790 - super granny 3 - win 98 me 2000 xp vista,,18.97,google
468,661,adobe cs3 design standard macosx dvd,adobe,399,amazon
468,1605,adobe cs3 design standard academic,,385.99,google
643,1275,punch! super home suite,punch! software,49.99,amazon
643,2395,punch software 38100 - punch! super home suite - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc,,45.97,google
643,3701,punch software 38100 punch! super home suite (small box),punch software,45.99,google
643,3783,punch software 38100 punch! super home suite (small box),punch software,45.99,google
643,3795,punch software punch! super home suite,,49.95,google
643,4300,punch software 38100 punch! super home suite (small box),punch software,45.99,google
959,1051,tlc clue finders math learning system sb by riverdeep,encore software,19.99,amazon
959,3723,encore software 10593 - encore tlc clue finders math learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac,,17.97,google
308,1190,punch! professional home design,punch! software,89.99,amazon
308,2389,punch software 14100 punch! professional home design suite for windows,punch software,62.99,google
308,2446,punch software 14100 punch! professional home design suite for windows,punch software,62.99,google
308,3789,punch software 14100 - punch! home design suite professional - architectural - 1 user(s) - pc,,59.97,google
308,3831,punch software 14100 punch! professional home design suite for windows,punch software,62.99,google
1083,1298,ultra sudoku/ultra kakuro,abacus,29.95,amazon
1083,2061,abacus ultra sudoku/ultra kakuro,,17.55,google
412,464,ae painter v9 win/mac box,corel corp,166.19,amazon
412,3857,corel corporation ptr9engpcma ae painter ix win/mac,,89.99,google
437,1315,solitaire antics deluxe,masque publishing,0,amazon
437,2019,masque publishing solitaire antics deluxe,,8.46,google
597,445,instant landscaping 3.0 [lb],topics entertainment,19.99,amazon
597,3524,instant landscape design 3.0,,17.9,google
222,1003,logic pro 6,apple,999.99,amazon
222,2169,apple software t9163ll/a logic pro 6,apple software,809,google
283,802,final draft 7/syd field's screenwriting workshop dvd bundle,final draft,249.99,amazon
283,3961,final-draft final draft 7.0 with syd fields workshop bundle screen writing software,,247.95,google
35,778,hoyle casino 2007,encore,19.95,amazon
35,3937,encore software 10673 - hoyle casino 2007 - win 98 me 2000 xp,,18.97,google
592,462,emc retrospect 7.5 svr 1-client windows,dantz,249,amazon
592,3901,emc insignia retrospect server client - ( v. 7.5 ) - complete package,,181.97,google
1012,1005,sibelius 4 educational edition,sibelius software ltd.,329,amazon
1012,3726,sibelius sibelius 4 software - educational discount music production software,,249.95,google
504,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,amazon
504,4121,m-audio pro tools m-powered mpowered 7.3 software music production software,,249,google
395,664,snap! hair styler studio,topics entertainment,4.99,amazon
395,1574,topics entertainment snap! hair styler studio,,3.44,google
883,1343,liquid ledger personal finance,csdc,79.99,amazon
883,2008,csdc liquid ledger personal finance - modeless software,,71.01,google
196,826,motu digital performer 5 digital audio software (mac only),motu,795,amazon
196,4119,motu dp5 software music production software,,499.95,google
848,633,sportsman's double play,masque,0,amazon
848,1644,masque publishing sportsmans double play with american billiards,,17.55,google
396,591,apple iwork '06 family pack (mac dvd) [older version],apple,99,amazon
396,1628,apple iwork '06 family pack,,99.99,google
396,3539,apple iwork '06 family pack software apple & mac software,,99,google
904,389,instant immersion japanese 2.0,topics entertainment,19.99,amazon
904,4372,instant immersion japanese 2.0,,22.43,google
297,188,tomb raider: legend,eidos interactive,19.99,amazon
297,2876,eidos interactive 40022 tomb raider: legend ds 788687400220,,19.8,google
390,747,lego star wars ii: the original trilogy for mac,feral interactive,39.99,amazon
390,1716,aspyr lego star wars ii,,44.95,google
916,731,instant immersion italian platinum,topics entertainment,129.99,amazon
916,3676,instant immersion italian platinum (win 95 98 me nt 2000 xp),,129.99,google
123,1314,return to castle wolfenstein (mac),aspyr media,29.99,amazon
123,2017,aspyr media inc return to castle wolfenstein,,19.07,google
123,2334,aspyr return to castle wolfenstein,,30.99,google
190,1014,elementary advantage 2008,encore,39.99,amazon
190,2136,encore software 12360 - elementary advantage 2008 - win 2000 xp vista,,34.97,google
190,4198,elementary advantage 2008 encore,,39.95,google
319,55,jumpstart learning games phonics (pc & mac),knowledge adventure,9.99,amazon
319,3468,jumpstart phonics (jc),,9.9,google
184,1130,adobe cs3 design premium macosx dvd,adobe,599,amazon
184,2302,adobe cs3 design premium academic,,575.99,google
170,127,pantone reference library,pantone inc.,1623.06,amazon
170,3188,pantone gps206 - reference library,,907.97,google
382,265,adobe indesign cs3 [mac],adobe,699,amazon
382,1694,adobe indesign cs3 for mac,,725.99,google
972,878,poser figure artist,efrontier,99.99,amazon
972,1557,allume systems inc poser figure artist,,92.51,google
691,1311,zonealarm pro firewall,zone labs,39.99,amazon
691,2027,zone labs zonealarm pro,,30.17,google
416,1053,high school advantage 2008,encore,39.99,amazon
416,2122,encore software 12380 - high school advantage 2008 - win 2000 xp vista,,34.97,google
274,1338,weekly reader mastering high school 2008,fogware publishing,29.99,amazon
274,2013,fogware publishing weekly reader ls mastering high school 2008,,24.91,google
248,1281,palo alto business plan pro 2007,palo alto software,99.95,amazon
248,1914,palo alto software business plan pro 2007,,88.83,google
248,2392,palo alto software bppx - palo alto business plan 2007 pro - complete product - business planning - 1 user - complete product - standard - pc,,83.97,google
159,839,adobe photoshop cs3 extended,adobe,999,amazon
159,3970,adobe photoshop cs3 extended software full version for windows,,969,google
22,1286,webroot desktop firewall,webroot software,29.99,amazon
22,2401,webroot software inc 54210 - webroot desktop firewall - firewall - pc,,25.97,google
22,3699,webroot software 54210 desktop firewall,webroot software,26.99,google
22,4102,webroot software 54210 desktop firewall,webroot software,26.99,google
22,4298,webroot software 54210 desktop firewall,webroot software,26.99,google
445,618,pop-up stopper professional,panicware,29.99,amazon
445,1654,csdc pop-up stopper professional - panicware,,26.14,google
161,612,corel ventura 10 dvd,corel,699,amazon
161,3662,ventura 10 dvd,,662.5,google
974,1245,gsp greatest moments of our time,global software publishing north america inc,9.99,amazon
974,1881,global software publ na gsp greatest moments of our time,,8.14,google
197,705,professional home design suite platinum,punch! software,99.95,amazon
197,1843,punch software pro platinum v 12.0,,87.61,google
792,1326,jumpstart world 2nd grade,knowledge adventure,19.99,amazon
792,2041,knowledge adventure inc. jumpstart world 2nd grade - mini box,,16.93,google
984,450,x-oom mp3 radio recorder ( windows ),x-oom,0,amazon
984,3501,mp3 radio recorder for ipod,,22.9,google
525,793,hoyle south beach solitaire,encore,9.99,amazon
525,3933,encore software 11930 - hoyle south beach solitaire - win 98 me 2000 xp,,7.69,google
950,1253,reel deal casino shuffle master edition,phantom efx,19.99,amazon
950,1895,phantom efx reel deal casino shuffle master edition,,17.24,google
985,1217,stubbs the zombie in rebel without a pulse (dvd) (mac),aspyr media,9.99,amazon
985,1916,aspyr stubbs the zombie,,35.99,google
428,18,the human body,topics entertainment,19.99,amazon
428,2579,topics presents: human body,,15.9,google
947,1247,audio success series: winning strategies,topics entertainment,0,amazon
947,1879,topics entertainment audio success series: winning strategies,,31.06,google
822,978,didi & ditto: kindergarten win/mac,kutoka,19.99,amazon
822,2205,kutoka interactive inc didi & ditto (kindergarten),,16.93,google
957,152,pdf create! 4.0 retail,nuance communications inc.,49.99,amazon
957,3840,nuance communications inc. - m009a-l00-4.0 - pdf create v4 english,,46.42,google
0,938,typing instructor deluxe (jewel case),individual software,9.99,amazon
0,2238,individual software inc typing instructor deluxe j/c,,6.84,google
180,1156,pro digital frame bundle 1u,onone software,99.95,amazon
180,3487,onone software inc. pfb-10211 - pro digital frame bundle 1u,,92.97,google
259,776,micromat techtool pro 4 (mac),micromat,99.99,amazon
259,1739,micromat tech tool pro 4.5,,82.99,google
475,1009,test and improve your memory (dvd box),tri synergy,29.99,amazon
475,2180,tri synergy inc test & improve your memory - scientific brain training,,24.31,google
355,468,treasure mathstorm,the learning company,29.99,amazon
355,3497,treasure mathstorm,,9.9,google
1003,1028,makemusic finale 2007 win/mac,emedia,600,amazon
1003,3696,make finale 2007 software music production software,,429.95,google
657,893,starship troopers/first to fight bundle,destineer,19.95,amazon
657,1519,destineer publishing coporation starship troopers/first to fight bundle,,15.08,google
601,566,apple garageband jam pack: symphony orchestra,apple,99,amazon
601,1720,apple garageband jam pack: symphony orchestra,,95.99,google
134,1288,city of heroes good vs. evil edition,nc soft,29.99,amazon
134,1856,nc interactive inc city of heroes: good vs. evil edition,,29.84,google
705,501,microsoft digital image suite plus [lb],microsoft software,129.95,amazon
705,2171,microsoft digital image suite plus full version of photo editing software for windows.,,89.95,google
59,671,sonic mega collection plus,sega of america inc.,19.99,amazon
59,1586,sega of america inc sonic mega collection,,17.55,google
873,1320,snap! kakuro,topics entertainment,4.99,amazon
873,2048,topics entertainment snap! kakuro,,3.44,google
875,690,sims 2 university expansion pack,aspyr media,34.99,amazon
875,1615,aspyr sims 2 university expansion pack,,35.99,google
628,4,singing coach unlimited,carry-a-tune technologies,99.99,amazon
628,3268,singing coach unlimited - electronic learning products,,82.5,google
429,979,logic express 7,apple computer,299,amazon
429,2357,apple logic express 7.2,,299.99,google
429,3585,apple/emagic logic express 7.2 software music production software,,299,google
1095,1146,swift publisher for mac,global marketing partners,39.99,amazon
1095,2290,belight swift publisher page layout software,,39.99,google
252,976,iaudioize - magnetic time for pc and mac,sos aggregation,39.99,amazon
252,2201,sos aggregation company iaudioize - magnetic time,,31.53,google
252,2855,iaudioize magnetic time for pc and mac,,39.99,google
566,1268,acid music studio 7,sony media,78.95,amazon
566,2422,sony media software acid music studio 7 software music production software,,69.95,google
566,4291,sony sams7000 - creative software acid music studio v.7.0 - music editing/composing - pc,,53.97,google
769,738,print shop 22 deluxe,encore,49.99,amazon
769,1796,encore inc print shop 22 deluxe,,42.69,google
477,1021,resumemaker professional 12.0,individual software,29.99,amazon
477,2154,individual software resume maker professional deluxe 12.0,,29.99,google
864,323,geometry (win/mac) (jewel case),fogware publishing,9.99,amazon
864,4469,geometry (win/mac) (jewel case) (10158),,9.59,google
330,745,diner dash (pc & mac),brighter minds,14.99,amazon
330,1713,brighter minds diner dash,,19.99,google
818,1185,3d home architect landscape design deluxe version 9,encore,29.99,amazon
818,1925,encore inc 3d home architect landscape design deluxe v 9.0,,25.49,google
954,123,master server-upg,novastor corporation,0,amazon
954,3103,master server-upg,,174.99,google
450,1141,appleworks 6.2.9,apple,79,amazon
450,2292,appleworks 6.2 for mac,,75.99,google
450,4174,apple appleworks 6.2.9 (mac),,79.99,google
869,876,adobe soundbooth cs3 [mac],adobe,199,amazon
869,1535,adobe soundbooth cs3,,205.99,google
869,3836,adobe soundbooth cs3 audio editing software - mac music production software,,198.95,google
1063,507,raster design 2006 essentials,autodesk psg,59.95,amazon
1063,2853,autodesk 34006-010008-160 raster design 2006 essentials,autodesk,52.99,google
160,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,amazon
160,3381,encore software 10731 - the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97,google
605,891,ilisten (mac),macspeech inc.,99.99,amazon
605,1516,macspeech ilisten software,,99.99,google
867,1207,stuffit deluxe 11,aladdin systems,49.99,amazon
867,1901,allume systems inc stuffit deluxe 11,,42.74,google
992,858,microsoft onenote 2007 upgrade,microsoft,79.95,amazon
992,4211,microsoft onenote 2007 upgrade (pc),,79.95,google
642,360,fun for kids: preschool - kindergarten featuring disney,topics entertainment,29.99,amazon
642,4219,fun for kids featuring disney - preschool to kindergarten topics,,29.99,google
56,1251,adobe acrobat standard 8.0,adobe,449.99,amazon
56,1896,adobe acrobat v8.0 professional for mac,,405.99,google
156,603,apple aperture 1.5,apple,299,amazon
156,1622,apple aperture v 1.5 photo editing,,299.99,google
564,1209,flash action phonics made easy,school zone,14.99,amazon
564,1905,school zone interactive flash action phonics made easy,,8.8,google
746,279,the printshop 20,broderbund,29.99,amazon
746,3471,the printshop 20,,19.9,google
825,1291,big tiny little a tiny little christmas,yamaha,34.95,amazon
825,2064,big tiny little big tiny little - a tiny little christmas,,23.59,google
835,1038,printmaster 17 gold by encore software,encore software,30.66,amazon
835,3702,encore software 10478 - encore printmaster v.17.0 gold - complete product - creativity application - 1 user(s) - complete product - standard - pc,,17.97,google
771,770,cosmi rom03558 print perfect clip art deluxe,cosmi,0,amazon
771,1748,cosmi print perfect clip art deluxe,,6.99,google
778,0,clickart 950 000 - premier image pack (dvd-rom),broderbund,0,amazon
778,3241,clickart 950000 - premier image pack (dvd-rom),,48.95,google
465,845,iplaymusic beginner guitar lessons for the mac and ipod,iplaymusic,49.99,amazon
465,1543,iplaymusic beginner guitar lessons mac,,44.95,google
465,2324,wingnuts 2: raina's revenge,,28.99,google
926,541,microsoft onenote 2007,microsoft,99.95,amazon
926,4230,microsoft onenote 2007 (pc),,99.95,google
661,726,simply put software data eliminator,simply put software,0,amazon
661,4151,simply put software llc de905-s - data elminator (win 95 98 me nt 2000 xp),,34.97,google
503,26,adobe premiere pro cs3 upgrade,adobe,299,amazon
503,1735,adobe premiere pro cs3 upgrade,,308.99,google
503,4395,premiere pro cs3 mac upgrade,,320.25,google
288,1222,guild wars nightfall,ncsoft,49.99,amazon
288,1923,nc interactive inc guild wars nightfall,,48.27,google
858,592,adobe after effects cs3 upgrade,adobe,299,amazon
858,1620,adobe cs3 after effects upgrade,,306.99,google
212,1149,burning monkey mahjongg (mac),freeverse software,24.99,amazon
212,2283,freeverse burning monkey mahjong 3d,,24.99,google
633,1100,poser 7 win 2000 xp mac os 10.4 & up,aladdin systems,199.99,amazon
633,2331,allume poser 7,,179.99,google
633,3728,poser 7 (win 2000 xp/mac 10.4 or higher ub),,199.99,google
36,1075,modeless liquid ledger personal finance software (mac),csdc,79.99,amazon
36,2354,modeless software liquid ledger personal finance,,71.99,google
995,518,microsoft office 2004 standard upgrade (mac),microsoft,239.99,amazon
995,2278,microsoft office 2004 std upgrade,,219.99,google
157,436,sudoku puzzle addict: unlimited edition,global software publ na,0,amazon
157,3580,sudoku puzzle addict: unlimited edition (win 98 me 2000 xp) from global software publ na,,7.93,google
157,4146,global software a2960jcw - sudoku puzzle addict: unlimited edition - win 98 me 2000 xp,,8.79,google
27,66,freddi fish 2: the haunted schoolhouse,humongous entertainment,29.95,amazon
27,2937,freddi fish 2 - case of haunted schl hse,,7.5,google
942,437,aircraft power pack for ms flight simulator,red mile,29.99,amazon
942,3574,red mile entertainment 124 - aircraft power pack for ms flight simulator - win 98 me nt 2000 xp,,27.97,google
436,1182,onone software pxl smartscale ( windows and macintosh ),onone software,0,amazon
436,2164,onone software smartscale software,,189.99,google
436,2894,pxl smartscale for mac/win,,159.95,google
138,808,3d home architect landscape designer v8,encore software,29.99,amazon
138,1898,encore inc 3d home architect landscape designer v 8.0,,25.49,google
37,91,iriscard pro business card scanner,iris,199.99,amazon
37,3007,iriscard pro,,174.99,google
37,3044,iris card pro,navarre distribution services,198.87,google
721,99,listen for ipod - magnetic time,sos aggregation company,39.99,amazon
721,3043,listen for ipod - magnetic time (win 2000 xp),,39.99,google
881,989,i spy fantasy v.2 with i spy book & mini cd,topics entertainment,29.99,amazon
881,2185,topics entertainment i spy fantasy w/ i spy bk & mini cd,,17.55,google
753,723,learn2 training for microsoft excel,topics entertainment - software (consignment),9.99,amazon
753,1804,topics entertainment learn2 training for microsoft excel,,6.56,google
