id,number,title,artist,album,year,language
6866,9,008-don't cry tonight,savage,spirit of disco 1 (2004),null,eng.
8426,8,don't cry tonight,savage,spirit of disco 1,2004,
16561,null,don't cry tonight (spirit of disco 1),savaeg,spirit of disco 1,2004,
7715,2,to fu - la fu,evol ai,,'12,english
19074,2,002-to-fu,evol ai,la fu (2012),null,eng.
132,10,***,wind hearse,witch's arrows,,english
2545,010,*** (witch's arrows),wind hearse,witch's arrows,,
11296,10,wind hearse - ***,,witch's arrows,,english
7222,3,003-never let me down again (remixed by rem dm),depeche mode,"dj mix, vol. iii (unknown)",null,egn.
8622,3,never let me down again (remixed by rem dm),depeche mode,"dj mix, volume 3",,english
13824,3,"never let me down again (remixed by rem dm) - dj mix, volume 3",depeche mode,,,english
2531,17,gerard van maasakkers - het liedeken van rozemarijn,,3 favourietelp's op 2 cd's,03,dutch
9840,17,het liedeken van rozemarijn - 3 favouriete lp's op 2 cd's,gerard van maasakkers,,'03,dutch
1417,10,"010-miserere (psaume 50): i. simphonie / ii. miserere mei, deus",sebastien de brossard,grands motets (1997),null,unknown
9356,10,"miserere (psaume 50): i. simphonie / ii. miserere mei, deus - grands motets",sebastien de brossard,,'97,[multiple languages]
3248,3,matjaz baskovic - enigma,,epirej & sailea,00,[multiple languages]
5872,004,eniggma (epirej & sailea),matjaz,epirej & sailea,2000,
6058,4,enigma - epirej & sailea,matjaz baskovic,,'00,[multiple languages]
6150,4,enigma,matjaz baskovic,epirej & sailea,2000,[multiple languages]
12145,31,031-cosmotrash,trashman,"serious beats, volume 7: mega dance party mix (1992)",null,eng.
13850,031,"cosmotrash (serious beats, volume 7: mega dance party mix)",trashman,"serious beats, volume 7: mega dance party mix",1992,
15192,31,cosmotrash,trashman,"serious beats, volume 7: mega dance party mix",1992,english
21,008,outro (working title),feso,working title,2011,
4147,8,008-outro,feso,working title (2011),null,eng.
14032,8,feso - outro,,working title,11,english
19119,8,outro,feso,working title,2011,english
4223,2,party like it's 1929,thomas dybdahl,waiting for that one clear moment,2010,english
17855,1,party like it's 1929 (waiting for that one clear moment),thomas dybdahl,waiting for that one clear moment,,
2502,12,suddenly - the definitive collection,olivia newton-john & cliff richard,,'03,english
8338,12,olivia newton-john & cliff suddenly - richard,,the definitive collection,03,english
5247,2,002-,,3 / (2000),null,jap.
14435,2,san shi shi  - yuan sheng te xuan raivu 3 dian wu lang /san shi shi,san you ting yuan sheng,,'00,japanese
1888,9,funk radio,mister,,1998,english
4597,9,funk radio - mister  black,mister black,,'98,english
5089,9,009-funk radio,mister black,mister black (1998),null,eng.
865,26,"die entfuhrung aus dem serail, kv 384 (harmoniemusik): allegro ""welche wonne, welche lust""",amadeus amadeus mozart,"die harmoniemusiken, foleg 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum)",1988,german
1650,26,"die entfuhrung aus dem serail, kv 384 (harmoniemusik): allegro ""welche wonne, welche lust"" - die harmoniemusiken, folge 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum)",wolfgangamadeusmozart,,'88,german
10041,26,"wolfgang amadeus mozart - die entfuhrung aus dem serail, kv 384 (harmoniemusik): allegro ""welche wonne, welche lust""",,"die harmoniemusiken, folge 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum)",88,german
10214,026,"die entfuhrung aus dem serail, kv 384 (harmoniemusik): allegro ""welche wonne, welche lust"" (die harmoniemusiken, folge 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum))",wolfgang amadeus mozart,"die harmoniemusiken, folge 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum)",1988,
13027,26,"026-die entfuhrung aus dem serail, kv 384 (harmoniemusik): allegro ""welche wonne, welche lust""",wolfgang amadeus mozart,"die harmoniemusiken, folge 1: die zauberflote / die entfuhrung aus dem serail (consortium classicum) (1988)",null,ger.
7362,8,008-auer der arbeit,jakonigja,ebba (2005),null,ger.
16959,8,auessr der arbeit,jakonigja,ebba,1994,german
18052,008,ausser der arbeit (ebba),jakonigja,ebba,2005,
4276,10,"mi treque, treque",celia cruz,celia cruz !azucar!,,
6559,010,"mi treque, treque (celia cruz !azucar!)",celia cruz,celia cruz !azucar!,,
707,5,laszlo - wait,,laszlo,09,english
5886,005,wait (laszlo),laszlo,laszlo,1999,
14617,5,awit,laszlo,laszlo,1999,english
19037,5,wait - laszlo,laszlo,,'99,english
7417,005,dolannes melody (golden twilight),instromental,golden twilight,,
8847,5,instromental - dolannes melody,,golden twilight,,null
9375,1,human reason,carl smart,human human reason,,eglish
17587,1,0 01-human reason,carl smart,human reason (unknown),null,eng.
7546,4,old faithful - to back he roots,spotnicks,,,english
10704,4,old faithful,the spotnicks,back to the roots,,english
11141,4,004-old faithful,the spotnicks,back to the roots (unknown),null,eng.
163,11,loona - rhythm of the night,,rtl party hits 2003,03,english
13390,011,rhythm of the night (rtl party hits 2003),loona,rtl party hits 2003,2003,
4757,5,give him the praises,virtue!,testimony,,english
12801,5,virtue! - give him the praises,,testimony,,engilsh
13834,5,give him the praises - testimony,virtue!,,,english
18352,5,005-give him the pjraises,virtue!,testimony (bunknown),null,eng.
6219,36,boogie 2nite (hypasonic remix) - hard energy: your xxxtreme night out,null,,'07,english
17240,36,036-boogie 2nite (hypasonic remix),booty luv,hard energy: your xxxtreme night out (2007),null,eng.
9756,8,amazing grace - going for the one,yes,,'03,english
14659,8,amazing grace,yes,going for theo ne,2003,english
15756,008,amazing grace (going for the one),yes,going for theg one,2003,
16828,8,008-amazing grace,yes,going for the one (2003) (2003),null,eng.
4677,8,sezen aksu - izmir'in kizlari,,deniz yildizi,08,turkish
6770,8,zmir'in kizlari,sezen aksu,deniz yildizi,2008,turkish
10057,,izmir'in kizlari (deniz yildizi),sezen aksu,deniz yildizi,2008,
14090,8,008-izmir'in kzlar,sezen aksu,deniz yldz (2008),null,tur.
14217,8,izmir'in kizlari - deniz yildizi,sezen aksu,,'08,turkish
4484,0a4,the hurt (spot of interference),iain matthews,spot ofq interference,1980,
8013,a4,0a4-the hurt,iain matthews,spot of interference (1980),null,eng.
12172,a 4,the xhurt,iain matthews,spot of interference,1980,english
16721,a4,the hurt - spot of integrference,iain matthews,,'80,english
18348,a4,iain matthews - the hurt,,spot of interference,80,english
2666,011,throwing rocks (broke up),1.6 band,broke up,,
6861,11,throwing rocks - broke up,1.6 band,,,english
15812,11,1.6 band - throwing rocks,,broke up,,english
7768,10,vitamin pils,toni collette & the finish,beautiful awkward pictures,2006,english
10526,10,010-vitamin pills,toni collette & the finish,beautiful awkward pictures (2006),null,eng.
16836,010,vitamin pills (beautiful awkward pictures),toni collette & the finish,beautiful awkwardp ictures,2006,
4261,11,arthur caravan - susanna,,arthurcaravan,09,catalan
8240,011,susanna (arthur caravan),arthur caravan,arthur caravan,2009,
11105,11,susanna - arthur caravan,arthur caravan,,'09,catalan
12369,9,adrienne pauly - nazebroke,,adrienne pauly,06,french
16656,009,nazebroke (adrienne pauly),adrienne pauly,adriennepauly,2006,
13599,3,personality - best of the big band era 1946-1947,dinah shore,,,english
13787,3,dinah shore - personality,,best of the big band era 1946-1947,,english
2507,7,ik wou dat je een vreemde was - jouw leven lang bij mij,acda en de munnik,,'09,dutch
10264,7,007-ik wou dat je een vreemde was,acda en de munnik,jouw leven lang bij mij (2009),null,udt.
18183,3,kraken - legenda vikingov,warsoul,,,
18698,3,003-,warsoul,(unknown),null,unknown
3981,4,the kinsey rreport - can't see the hook,,smoke and steel,98,english
13786,4,can't see the hook - smoke and steel,kinsey report,,'98,english
14198,004,can't see the hook (smoke and steel),kinsey report,smoke and steel,1998,
18129,4,can't see thehook,the kinsey report,smoke and steel,1998,english
18195,4,004-can't see the hook,the kinsey report,smokeand steel (1998),null,eng.
1335,3,yu cheng qing  - bi yong yuan huan yao jiu,,bu diao,06,chinese
3092,3,bi yong yuan huan yao jiu  - jie bu diao,yu cheng qing,,'06,chinese
18229,003,bi yong yuan huan yao jiu  (jie bu diao ),yu cheng qing,jie bu diao,2006,
384,3,"hans pfitzner - palestrina: ii. akt, v. szene ""darf ich die frage stellen, warum nicht nach der reih""",,palestrina (chor & symphonie-orchester des bayerischen rundfunks feat. conductor: rafael kubelik),89,german
7829,3,"palestrina: ii. akt, v. szene ""darf ich die frage stellen, warum nicht nach der reih"" - palestrina (chor & symphonie-orchester des bayerischen rundfunks feat. conductor: rafael kubelik)",hans pfitzner,,'89,german
11404,3,"003-palestrina: ii. akt, v. szene ""darf ich die frage stellen, warum nicht nach der reih""",hans pfitzner,palestrina (chor & symphonie-orchester des bayerischen rundfunks feat. conductor: rafael kubelik) (1989),null,ger.
4220,10,lisa loeb - this,,firecracker,,english
7360,010,this (firecracker),lisa loeb,firecracker,,
11063,10,this - firecracker,lisa loeb,,,english
4062,2,002-flower of death,braquemard,unforgettable in paradise (unknown),null,eng.
7442,2,flower of death,braquemard,unforgettable in paradise,,english
1735,4,andrea jurgens - schau nach vorn und nicht zuruck,,verbotene traume,08,german
4363,4,schau nach vorn und nicht zuruck - verbotene traume,andrea jurgens,,'08,german
8656,4,004-schau nach vorn nicht und zuruck,andrea jurgens,verbotene traume (2008),null,ger.
10496,4,schau nach vorn und nicht zuruck,andrea jurgens,verbotene traumhe,2008,german
12495,004,schau nach vorn und nicht zuruck (verbotene traume),andrea jurgens,verbotene traume,2008,
6122,a,le geant de papier,jean-jacques lafon,le geant de papier,1985,french
8462,a,00a-le geant de papier,jean-jacques lafon,le geant de papier (1985),null,unknown
6498,6,005-two tribes,frankie goes to hollywood,welcome to the pleasuredome (1994),null,eng.
17165,5,frankie goes to hollywood - two tribess,,welcome to the pleasuredome,94,english
17645,5,two tribes,frankie goes to hollywood,welcome to the pleasuredome,1994,english
18336,5,two tribes - welcome to the pleasuredome,frankie goes to hollywood,,'94,
1830,1,001-the christmas can-can (album version),straight no chaser,christmas,null,unknown
13058,1,straight no chaser - the christmas can-can (album version),,all i want for christmas,10,null
18958,1,the christmas can-can (album version) - all i want for christmas,straight no chaser,,'10,
1350,4,have i told you lately that i love you - piano by candlelight: stardust,carl doy,,,english
11177,4,carl doy - have i told you lately that i love you,,piano by candlelight: stardust,,english
13782,4,have i told you lately that i love you,carl doy,piano by candlelight: stardust,,english
16556,004,have i told you lately that i love you (piano by candlelight: stardust),carl doy,piano by candlelight: stardust,,
18751,4,004-have i told you lately that i love you,carl doy,piano by candlelight: stardust (unknown),null,eng.
616,2,ricky peterson - jdarling,,"acid jazz, volume 8",97,english
4892,2,"jdarling - acid jazz, volume 8",ricky peterson,,'97,english
5892,002,"jdarling (acid jazz, volume 8)",ricky peterson,"acid jazz, volume 8",1997,
10348,2,002-jdarling,ricky peterson,"acid jazz, vol. viii (1997)",null,eng.
10416,2,jdarling,ricky peterson,"acid jazz, volume 8",1997,english
6024,8,junior cony - originally (feat. shanti d & mister irie),,the catalogue of sporto kantes,02,english
18543,8,originally (feat. shanti d & mister irie) - the catalogue of sporto kantes,junior cony,,'02,english
323,8,008-l.a. song,mohair,small talk (unknown),null,enng.
11261,8,l.a. song,mohair,smll talk,,english
12530,8,l.a. song - small talk,mohair,,,english
3291,l4,brandy feat. kanye west - talk about our love,,brandy,05,english
13192,014,talk about our love (tho best of brandy),brandy feat. kanye west,the of brandy,2005,
2037,4,004-silver talkin' spoon,the whispertown 2000,livin' in a dream (2006),null,eng.
2071,4,silver talkin' spoon - livin' in a dream,whispertown 2000,,'06,english
7240,004,silver talkin' spoon (livin' in a dream),whispertown 2000,livinb' in a dream,2006,
15478,4,silver talkin' spoon,the whispertown 2000,livin' in a dream,2006,english
7509,10,steel threads - sapphire blue,,timing is everything,12,english
7893,10,sapphire blue - timing is everything,steel threads,,'12,english
19362,010,sapphire blue (timing is everything),steel threads,timing is everything,2012,
10834,18,frank wtildhorn - once more i can see,,wonderland: alice through a whole new looking glass,11,english
16160,018,once more i can see (wonderland: alice through a whole new looking glass),frank wildhorn,wonderland: alice thrugh a whole new looking glass,2011,
369,1,sokrates malamas - mia bolta sta bathia,,paramuthia,91,greek
16077,1,mia bolta sta bathia - paramuthia,sokrates malamas,,'91,greek
3653,8,by the toll of the bell - ii,sahgg,,'08,english
5537,8,008-by the toll of the bell,sahg,ii (2008),null,eng.
9814,8,me cuesta mucho amarte,alejandra guzman,serie millenium 21,,spanish
12970,008,me cuesta mucho amarte (serie millenium 21),alejandra uzman,serie millenium 21,,
18031,8,alejandra guzman - me cuesta mucho amarte,,serie millenium 21,,spanish
4912,013,c'est chouette d'etre un monsieur (best of),jean gabin,best of,,
7692,13,c'est chouette d'etre un monsieur - best of,jean gabvin,,,french
14276,13,jean gabin - c'est chouette d'etre un monsieur,,best of,,french
6345,2,maxxi soudsystem & tom gandey - shake oyur head,,shake your head,12,english
12127,002,shake your head,maxxi soundsystem & tom gandey,shake your head,2012,
17075,2,shake your head,maxxi soundsystem & tom gandey,shake your head,2012,english
2662,3,003-luau,stan getz,stan getz and the lighthouse all-stars: live (disc 2) (2007),null,eng.
5936,3,luau - stan getz and the lighthouse all-stars: live (disc 2),stan getz,,'07,english
17881,3,luau,stan getz,stan getz and the lighthouse all-stars: live (disc 2),2007,english
312,5,005-mechanical advantage,deepspace 5,"unique, just like everyone else (2005)",null,eng.
4552,6,"mechanical advantage (unique, just like everyone else)",deepspace 5,"unique, just like everyone else",2005,
5127,5,mechaniacl advantage,deepspace 5,"unique, just like everyone else",2005,english
11585,5,"mechanical advantage - unique, just like everyone else",deepspace 5,,'05,english
18950,5,deepspace 5 - mechanical advantage,,"unique, just like everyone else",05,english
1965,11,limelight - r30: 30th anniversary world tour,rush,,'05,english
2110,11,limelight,rush,r30: 30th anniversary world tour,2005,english
4937,11,011-limelight,rush,r30: 30th anniversary world tour (2005),null,eng.
10903,011,limelight (r30: 30th anniversary world tour),rush,r30: 30th anniversary world tour,2005,
14385,11,rush - limelight,,r30: 30th anniversary world tour,05,english
3178,5,dark day dungeon - empty words,,by blood undone,,english
7487,5,empty words,dark day dungeon,by blood undone,,english
15270,005,empty words (by blood undone),dark day dungeon,by blood undone,,
9305,14,ahmad jamal - you're blase,,live at the alhambra,,english
17482,14,you're blase k- live at the alhambra,ahmad jamal,,,english
7850,1,down,gravity kills,down,1997,english
12410,001,down,gravity kills,down,1997,
3959,21,021-aquatica (full mix),eliot pulse,elemental (unknown),null,eng.
6280,21,eliot pulse - aquatica (full mix),,elemental,,english
13406,21,aquatica (full mix) - elemental,pulse,,,english
13726,001,traditional medley - part 1 (everybody's favorite chupah songs - volume 1),neginah orchestra,everybody's favorite chupah songs - volume 1,,
15412,1,neginah orchestra - traditional medley - part 1,,everybody's favorite chupah songs  - volume 1,,[multiple languages]
1260,b5,the fall,frankie rose,interstellar,2012,aenglish
4898,b5,0b5-the fall,rose rose,interstellar (2012),null,eng.
8891,4,the forever people,my-dying-bride,the metal years: gothic doom,2002,english
9787,4,null,,the metal years: gothic doom,02,english
10015,3,the forever people (the metal years: gothic doom),my dying bride,the metal years: gothic doom,2002,
11833,4,let me rock you now - lovers rock reggae style,love joys,,'01,english
17647,4,love joys - let me rock you now,,lovers rock reggae style,01,english
4956,17,"i dont know how to love him - everlasting music box, volume 4: greatest movie",[unknon],,,english
9664,17,017-i dont know how to love him,[unknown],"everlasting music box, volume 4: greatest movie (unknown)",null,eng.
10811,009,petali e foglie (la parata dei secondi),vad vuc,la parata dei secondi,2009,
13785,9,petali e foglie,the vad vuc,la parata dei secondi,2009,italian
15902,9,009-petali e foglie,the vad vuc,la parata dei secondi (2009),null,ita.
9843,8,joshua salzman - we're just friends,,original,06,english
13969,8,008-we're just friends,joshua salzman,i love you because (2006 original off-broadway cast),2006,eng.
17759,8,we're just friends - i love you because (2006 original off-broadway cast),joshua salzman,,'06,english
4065,4,004-i'm old fashioned,kjersti stub,my shining hour (2001),null,eng.
12850,4,kjersti stubo - i'm ogld fashioned,,my shining hour,01,english
13846,4,i'm old fashioned - my shining hour,kjersti stubo,,'01,english
1884,9,009-i've already loved you in my mind,conway twitty,the very best of conway twitty (1987),null,engg.
16050,9,i've already loved you in my mind - the very best of cdonway twitty,conway twitty,,'87,english
16572,9,conway twitty - i've already loved you in my mind,,the very best of conway twitty,87,english
6814,23,kamijo - garlic,,symphony of the vampire,14,english
18911,023,garlic (symphony of the vampire),kamiijo,symphony of the vampire,2014,
12571,9,third world - uptown rebel,,ultimate collection,01,english
13131,009,uptown reble (vltimate c.,third world,ultimate collection,2001,
16807,b3,0b3-end,mxpx,left coast punk ep (2013),null,eng.
16899,b3,end - left coast punk ep,mxpx,,'13,english
18165,b3,end,mxpx,left coast punk ep,2013,english
2861,008,late night (theb ig sleep),jerry fielding,the big sleep,2009,
12596,8,jerry fielding - late night,,the big sleep,0,english
845,6,heintje - wenn ich einst gross bin,,seine grossen erfolge,90,german
2294,6,006-wenn ich einst gro bin,heintje,seine groen erfolge (1990),null,ger.
3318,6,wenn ich einst gross bin - seine grossen erfolge,heintje,,'90,german
15562,6,wenn ich einst gross bin,heintje,sene grossen erfolge,1990,german
17317,006,wenn ich einst gross bin (seine grossen erfolge),heintje,seine grossen erfolge,1990,
5420,014,chica bomb (nrj summer hits only 2010),dan balan,n.a.,2010,
5836,14,dan balan - chica bomb,,nrj summer hits only 2010,10,[multiple languages]
11317,14,chica bomb - nrj summer hits only 2010,dan balan,,'10,[multiuple languages]
15322,14,chica bomb,dan balan,nrj summer hits only 2010,2010,[multiple languages]
15760,14,014-chica bomb,dan bal an,nrj summer hits only 2010,2010,unknown
11621,23,023-,,fairy tail original soundtrack volume 4 (2013),null,jap.
13093,23,lian da nomo fa zhan  - fairy tail original soundtrack volume 4,gao li kang zhi,,'13,japanese
12564,12,el andariego,alejandro fernandez,concierto en bellas artes,,spanish
16316,011,el andariego (concierto en bellas artes),alejandro fernandez,concierto en bellas artes,,
10420,13,013-outro,awon,beautiful loser (2008),null,eng.
15836,13,awon - outro,,beautiful loser,08,english
16573,13,outro - beautiful loser,awon,,'08,english
3294,6,006-corazon desilusionado,machuca,ella (1997),null,spa.
12502,5,corazon desilusionado,machuca,ella,1997,spanish
3782,10,010-malibu,rainhard fendrich,strada...austria (1993),null,ger.
7333,20,malibu,rainhar dfendrich,strada...austria,1993,german
7855,010,malibu (strada...austria),rainhard fendrich,strada...austria,1993,
8624,6,dave matthews band - captain,,"2013-06-01: dmb live trax, volume 29: blossom music center, cuyahoga falls, ohio, usa",14,english
9000,6,"captain - 2013-06-01: dmb live trax, volume 29: blossom music center, cuyahoga falls, ohio, usa",dave matthews matthews band,,'14,english
819,a2,thrilling murder,night birds,nigth,2010,english
12258,a2,0a2-thrilling murder,night birds,night birds (2010),null,enbg.
1644,2,moninguniang .  - lang man ~my dear boy~ (let's have a dream remix),,putsuchibesuto5,04,japanese
7776,2,002-my dear boy (let's have a dream remix),,5 (2004),null,jap.
14434,2,lang man ~my dear boy~ (let's have a dream remix) - putsuchibesuto5,moninguniang .,,'04,japanese
17357,2,lang man ~my dear boy~ (let's have a dream remix),moninguniang .,putsuchibesuto5,2004,japanese
3951,11,a young man is gone - little deuce coupe / all summer long,beach boys,,'90,english
6538,11,011-a young man is gone,the beach boys,little deuce coupe / all summer long (1990),null,eng.
11276,014,he's my guy (the chronological classics: ella fitzgerald 1941-1944),ella fitzgerald & her four keys,the chronological classics: ella fitzgerald 1941-1944,1997,
16407,14,he's my guy,ella fitzgerald & her four keys,the-chronological-classics:-ella-fitzgerald-1941-1944,1997,english
17021,14,ella iftzgerald & her four keys - he's my guy,,the chronological classics: ella fitzgerald 1941-1944,97,english
11130,7,tequila,the champs,party power pack: party kult,,english
14269,7,007-tequila,the champs,party power pack: party kult (unknown),null,eng.
2265,2,my way,roxus,nightstreet,,null
3655,002,my way (nightstreet),roxus,nightstreet,,
10412,2,002-my way,roxus,nightstreet (unknown),null,unknown
12790,a1,fret one (grow old) - inside your wave,ugly winner,,'12,english
13264,a1,ugly winner - fret one (grow old),,inside your wave,12,english
16182,0a1,fret one (grow old) (inside your wave),ugly winner,inside your wave,2012,
4270,11,011-pretty flamingo,manfred mann,20th century hits for a new millennium: 19651969 (1998),null,eng.
11394,11,manfred mann - pretty flamingo,,20th century hits for a new millennium: 1965-1969,98,english
16108,11,pretty flamingo - 20th century hitsfor a new millennium: 1965-1969,manfred mann,,'98,english
2138,20,020-start over again (60 second version),hal golstein,"piano solos, vol. iv (unknown)",null,eng.
5742,20,hal goldstein - start over again (60 second version),,"piano solos, volume 4",,english
6998,20,"start over again (60 second version) - piano solos, volumme 4",hal goldstein,,,english
10954,20,start over again (60 second version),hal goldstein,"piano solos, volume 4",,english
18293,020,"start over again (60 second version) (piano solos, volum e 4)",hal goldstein,"piano solos, volume 4",,
846,,l'escalade obscure,charles koechlin,"les heures persanes, op. 65 (kathryn stott)",2003,french
3774,003,"l'escalade obscure (les heures persanes, op. 65 (kathryn stott))",charles koechlin,"les heures persanes, op. 65 (kathryn stott)",2003,
7397,20,sinnenrausch (lasker-schuler),lutz gorner,erotische lyrik,1999,german
10663,020,sinnenrausch (lasker-schuler) (erotische lyrik),lutz gorner,erotische lyrik,1999,
8445,007,headlights (our noise),herrmann & kleine,our noise,2002,
12515,7,headlights,herrmann & kleine,our noise,2002,enlgish
12539,21,"variations on a theme of chopin, op. 22: variation iv - the piano - the ultimate piano collection of the century",sergei vasil'evich rakhmaninov,,'08,english
19337,21,"sergei vasil'evich rakhmaninov - variations on a theme of chopin, op. 22: variation iv",,the piano - the ultimate piano collection of the century,08,english
2272,4,love songs (demo mix),chocolate city,"x-mix, volume 9: transmission from deep space radio",1997,english
8230,004,"love love songs (demo mix) (x-mix, volume 9: transmission from deep space radio)",chocolate city,"x-mix, volume 9: tarnsmission from deep space radio",1997,
12380,6,004-love songs (demo mix),chocolate city,"x-mix, volume 9: transmission from deep space radio (1997)",null,eng.
17869,4,"love songs (demo mix) - x-mix, volume 9: transmission from deep space radio",chocolate city,,'97,english
18835,4,chocolate city - love songs (demo mix),,"x-mix, volume 9: transmission from deep space radio",97,english
172,3,according to me,mind the gap,make,2005,[multiple languages]
11885,003,according to me (make all the kids cry),mind the gap,make all the kids cry,2005,
4320,12,amargo llanto,albertol beltran,idolos de america,,spanish
14428,12,012-amargo llanto,alberto beltran,idolos de america (unknown),null,spa.
5563,8,008-white christbmas,bing crosby,the definitive collection (2006),null,eng.
15634,8,white christmas - the definitive collection,bing crosby,,'06,english
5976,1,"twilight - the ultimate 7"" & 12"" collection",u2,,,english
10434,1,u2 -,,"the ultimate 7"" & 12"" collection",,english
17710,001,"twilight (the ultimate 7"" & 12"" collection)",u2,"the ultimate 7"" & 12"" collection",,
1748,13,013-etudes 4 dudes,extreme animals,b real (unknown),null,eng.
2076,13,etudes 4 dudes,extreme animals,b real,,english
14332,13,etudes 4 dudes - b real,extreme-animals,,,english
3467,6,onnelma,lieventava asianhaara,onnelma,'03,finnish
13744,006,onnelma,lieventava asianhaara,onnelma,2003,
18709,6,lieventava asianhaara - onnelma,,onnelma,03,finnish
2193,12,mond,rob & chris feat. sandberg,"kontor: house of house, volume 15",2012,english
11644,12,"mond - kontor: house of house, volume 15",rob & chris feat. sandberg,,'12,english
11952,012,"mond (kontor: house of house, volume 15)",rob & chris feat. sandberg,"kontor: house of house, volume 15",2012,
17205,12,rob & chris feat. sandberg - mond,,"kontor: house of house, volume 15",12,english
18181,12,012-mond,rob & chris feat. sandberg,"kontor: house of house, vol. xv (2012)",null,eng.
8146,1,dragging me down - precious,inspiral carpets,,'92,english
14371,1,001-dragging me down,inspiral carpets,precious (1992),null,eng.
3754,25,025-thinkin' ain't for me,manfred mann,all manner of menn: 1963-1969 and more (2000),null,eng.
9569,025,thinkin' ain't for me (all manner of menn: 1963-1969 and more),manfred  mann mann,all manner of menn: 1963-1969 and more,2000,
10915,25,thinkin' ain't for me,manfred mann,all manner of menn: 1963-1969 and more,2000,english
11619,5,"mario lanza - drink, drink, drink",,the mario lanza collection (disc 1),,englsih
12407,005,"drink, drink, drink (the mario lanza collection (disc 1))",mario lanza,the mario lanza collection (disc 1),,
18219,5,"drink, drink, drink - the mario alnza collection (disc 1)",mario lanza,,,english
6384,18,a-ha - take on me,,hairbrush divas presents sing-a-long summer,05,english
10927,18,take on me - hairbrush divas presents sing-a-long summer,a-ha,,'05,english
14381,018,take on me (hairbrush divas presents sing-a-long summer),a-ha,hairbrush divas presents sing-a-long summer,2005,
15164,18,018-take on me,a-h,hairbrush divas rpesents sing-a-long summer (2005),null,eng.
15643,18,take on me,a-ha,hairbrush divas presents sing-a-long summer,2005,english
239,5,lass mich allein allein - frisch gepresst & live,jazzkantine,,'96,german
1666,5,jazzkantine - lass mich allein,,frisch gepresst & live,96,german
16963,5,lass mich allein,jazzkantine,frisch gepresst & live,1996,german
17158,4,lass mich allein (frisch gepresst & live),jazzkantine,frisch gepresst & live,1996,
17162,5,005-la mich allein,jazzkantine,frisch gepresst & live (1996),null,ger.
326,17,perdoname - motivando a la yal,zion y lennox,,'04,'04
2051,17,017-perdoname,zion y lennox,motivando a la yal (2004),null,spa.
4013,22,one big family,templecloud,now that's what i call music! 79,2011,english
9547,22,022-one big family,templecloud,now thats what i call music! 79 (2011),null,eng.
8191,2,chapter 7: the dream master - the mastery of love,don miguel ruiz,,'02,unknown
9942,2,002-chapter 7: the dream master,don miguel ruiz,the mastery of love (2002),null,eng.
16850,2,chapter 7: the dream master,don miguel ruiz,the mastery of love,2002,english
2043,5,if you ever,sofi hellborg,to give is to get,,english
15480,5,sofi hellborg - if you ever,,to give is to get,,english
16234,5,005-if you ever,sofi hellborg,to give is to get (unknown),null,eng.
16810,005,if you ever (to give is to get),sofi hellborg,to give is to get,,
18399,5,if you ever - to give is to get,sofi hellborg,,,english
1816,67,067-oh come all ye faithful rock,[unknown],christmas remixed (2009),null,eng.
4575,67,oh come all ye faithful rock - christmas remixed,[unknown],,'09,english
2693,013,"i'm alive, how's that (2nd version) (hallucinogenic recipe (disc 3: eddie vedder solo))",eddie vedder,hallucinogenic recipe (disc 3: eddie vedder solo),,
12569,13,"i'm alive, how's that (2nd version)",eddie vedder,hallucinogenic recipe (disc 3: eddie vedder solo),,english
16635,13,"eddie  vedder - i'm alive, how's that (2nd version)",,hallucinogenic recipe (disc 3: eddie vedder solo),,english
11670,5,"kom over de brug - marina, 50 hits uit de jaren'50",helma & selma,,'03,dutch
13719,5,005-kom over de brug,helma & selma,"marina, 50 hits uit de jaren'50 (2003)",null,dut.
16875,6,006-,atra hora,via combusta (unknown),null,unknown
18329,6,stagones tou aimatos mou,atra hora,via combusta,,
15900,21,021-pater noster und embolismus,pater godehard joppich & choralschola der benediktinerabtei munsterschwarzach,gregorianische gesange (1997),null,ger.
16530,21,pater noster und embolismus,pater godehard joppich & choralschola der benediktinerabtei munsterschwarzach,gregorianische gesange,1997,german
7807,2,original jive,natural rhythm,bargrooves: members only,2005,english
10854,2,original jive - bargrooves: members only,natural rhythm,,'05,english
14135,2,002-original jive,natural rhythm,bargrooves: members only( 2005),null,eng.
6445,9,009-museum society,elmer bernstein,slipstream (2011),null,eng.
6506,009,museum society (slipstream),elmer bbernstein,slipstream,2011,
7458,9,museum society,elmer bernstein,slipstream,2011,englsh
18422,9,museum society - slipstream,elmer bernstein,,'11,english
129,19,lester flatt & earl scruggs - i'm going to make heaven my home,,bluegrass bonanza,01,english
11672,19,i'm going to make heaven my home - bluegrass bonanza,lester flatt & earl scruggs,,'01,english
13504,019,i'm going to make heaven my home (bluegrass bonanza),lester flatt & earl scruggs,bluegrass bonanza,2001,
736,7,another won - march of the tyrant,majesty,,,english
3802,007,another won (march of the tyrant),majesty,march of the tyrant,,
10076,7,007-another won,majesty,march of the tyrant (unknown),null,eng.
16007,7,majesty - another won,,march of the tyrant,,english
6939,60,max p & madda - you gotta try,,focus on the 90s,,english
