cluster,id,number,title,artist,album,year,language
5887,5020,5,nrivana - pollly,,"1993 - 11 - 18 : r . i . p .: sony studios ( unplugged ), new york city , ny , usa",,english
5887,11312,005,"polly ( 1993 - 11 - 18 : r . i . p .: sony studios ( unplugged ), new york city , ny , usa )",nirvana,"1993 - 11 - 18 : r . i . p .: sony studios ( unplugged ), new york city , ny , usa",,
1345,2587,010,rise to the occasion ( the best of love songs ),climie fisher,the best of love songs,2011,
1345,7707,10,climie fisher - rise t othe occasion,,the best of love songs,11,english
1835,3541,003,"driver ' s seat ( easy livin ' - rock of the seventies , volume 2 )",sniff ' n ' the tears,"easy livin ' - rock of the seventies , volume 2",1992,
1835,8685,3,sniff ' n ' the tears - driver ' s seat,,"easy livin ' - rock of the seventies , volume 2",92,english
4965,9603,7,"sing , little birdie",shearwater,palo santo : expanded edition,2007,english
4965,17987,007,"sing , little birdie ( palo santo : expanded edition )",shearwater,palo santo : expanded edition,2007,
1733,3335,12,drop of water on a dry stone - opium ( disc 2 ),ottmar liebert,,,english
1733,15771,12,012 - drop of water on a dry stone,ottmar liebert,opium ( disc 2 ) ( unknown ),null,eng .
3154,568,1,001 - a day at the people factory,doug the eagle,a day at the people factory ( 2005 ),null,ger .
3154,6057,1,a day at the people factory,doug the eagle,a day at the people factory,' 05,german
3154,16661,1,a day at the people factory,doug the eagle,a day at the people factory,2005,german
559,1055,2,002 - devenir folle,erik arnaud,comment je vis ( 2002 ),null,fre .
559,5306,2,devenir folle,erik arnaud,comment je vis,2002,french
559,7543,2,erik arnaud - devenir folle,,comment je vis,02,french
559,12401,2,devenir folle - comment je vis,erik arnaud,,' 02,freench
559,16006,002,devenir folle ( comment je vis ),erik erik arnaud,comment je vis,2002,
1958,3780,007,crash ( community music ),asian dub found ation,community music,2000,
1958,19020,7,asian dub foundation - crash,,community music,00,english
5394,495,2,002 - puddle,mk,blue lightning ( 2014 ),null,jap .
5394,10378,2,mk - puddle,,blue lightning,14,japanese
5394,11851,2,puddle - blue lightning,mk,,' 14,japanese
25,43,2,fried bananas - live at the amsterdam paradiso,dexter gordon,,' 94,english
25,8007,2,002 - fried bananas,dexter gordon,live at the amsterdam paradiso ( 1994 ),null,eng .
25,9972,2,fried bananas,dexter gordon,live at the amsterdam paradiso,1994,english
2498,4808,7,how sweet it is ( to be loved by you ) ( gold : greatest hits ),marvin gaye,gold : greatest hits,gold : greatest hits,
2498,13466,8,marvin gaye - how sweet it is ( to be loved by you ),,gold : greatest hits,,english
4197,1541,8,"008 - pilseta , kura piedzimst vejs",austra pumpure,labakas dziesmas ( 2004 ),null,lat .
4197,1845,8,"pilseta , kura piedzimst vejs",austra pumpure,labakas dziesmas,2004,latvian
4197,4108,8,"pilseta , kura piedzimst vejs - labakas dziesmas",austra pumpure,,' 04,latvian
4197,8097,7,"austra pumpure - pilseta , kura piedzimst vejs",unknown,labakkas dziesmas,3,latvian
4197,9883,008,"pilseta , kura piedzimst vejs ( labakas dziesmas )",austra pumpure,labakas dziesmas,2004,
8274,3512,2,ainsoph [ untitled ],,rituals,02,english
8274,4566,2,[ untitled ] - rituals,ain soph,,' 02,english
8274,16065,002,unknown,ain soph,rituals,2002,
4678,7447,1,hamutai lang zamubi,yan qi yuan shi,ju chang ban [ totsutokohamutai lang hamuhamuguranpurin ororagu noqi ji ribonchiyanwei ji yi fa !] orizinarusaundotoratsuku,2004,japanese
4678,9043,1,001 -,,! ( 2004 ),null,kjap .
8880,11728,3,i i believe in you,bob dylan,slow train coming,1986,english
8880,16947,4,i belhieve in you ( slow train coming ),bob dylan,slow train coming,1986,
8880,17241,3,003 - i believe i n you,bob dyllan,slow train coming ( 1986 ),null,eeng .
8112,7026,23,paul calf - man of letters,steve coogan,the paul and pauline calf audio experience,,english
8112,7685,023,paul calf - man f letters ( the paul and pauline calf audio experience ),steve coogan,the paul and pauline calf audio experience,,
8112,15718,23,023 - paul calf - man of letters,steve coogan,the paul and pauline calf audio experience ( unknown ),null,eng .
9475,12224,90,[ untitled ] - helgoland and band 99,helgoland,,null,
9475,18374,98,helgoland - [ untitled ],,helgoland and band 99,99,nulzl
8684,107,a3,la fessee,georges brassens,volume 9 : supplique pour etre enterre a la plage de sete,1967,french
8684,4137,a3,0a3 - la fessee,george brassens,vol . ix : supplique pour etre enterre a la plage de sete ( 1967 ),null,fre .
8684,6502,a3,la fessee - volume 9 : supplique pour etre enterre a la plage de sete,brassuens brassuens,,' 67,french
8684,7262,0a3,la fessee ( volume ( volume : supplique pour etre enterre a la plage de sete ),georges brassens,volume 9 : supplique pour etre enterre a la plage de sete,1967,
8684,16881,a3,georges brassens - la fessee,,volume 9 : supplique pour etre enterre a la plage de sete,67,french
456,859,006,tonight ( underwater moonlight ),soft boys,underwater moonlight,1990,
456,18519,6,the soft boys - tonight,,underwater moonlight,90,english
3082,1807,1,001 - i surrender ( single edit ),david sylvian,i surrender ( 1999 ),null,eng .
3082,5916,1,i surrender ( single edit ),david sylvian,i surrender,' 99,english
7442,11389,3,here i am ( nevins dirtyrock club mix ) ( re - edit ),sertab erener,here i am,2003,english
7442,14389,3,003 - here i am ( nevins dirtyrock club mix ) ( re - edit ),sertab erener,here i am ( 2003 ),null,eng .
7442,14902,003,here i am ( nevins dirtyrock club mix ) ( re - edit ),sertab erener,here i am,2003,
5480,394,13,013 - dead leg ( beautiful ones - four track demo ),suede,coming up ( 2011 ),null,eng .
5480,10533,13,dead leg ( beautiful ones - four track demo ) - coming up,suede,,' 11,english
5480,11353,13,dead leg ( beautiful ones - four track demo ),suede,coming up,2011,english
3458,5582,009,gift _ of _ love _( jingles _ 3 ),voice male,jingles 3,2012,
3458,6645,9,gift of love,voice male,jingles 3,2012,english
7219,13928,9,rathe - end of light,,shadows and silhouettes,,english
7219,17123,9,end of light - shadows and silhouettes,rathe,,,english
6121,11757,10,andrea braido - country fuga,,le bizzarre avventure del dottor kranius,96,italian
6121,13951,10,country fuga - le bizzarre avventure del dottor kranius,andrea _ braido,,' 96,italian
5488,1788,009,spilt milk ( come to dust ),second person,come to dust,2011,
5488,3574,9,009 - spilt milk,second person,come to dust ( 2011 ),null,eng .
5488,6373,9,second person - spilt milk,,come to dust,11,english
5488,10547,9,spilt mifk,second personn,come to dust,2011,lenglish
5488,15498,9,spilt milk - come to dust,second person,,' 11,engllish
7927,7083,007,spring can really hang you up the most ( jazz at the santa monica civic ' 72 ),ella fitzgerald,jazz at the santa monica civic ' 72,1989,
7927,15344,7,spring can really hang you up the most,ella fitzgerald,jazz at the santa monica civic ' 72,1989,english
2092,1498,006,yvtr brvr ( akhry lylh shl r ` sh ),dvdv tsh,lylh shl r ` sh,2010,
2092,4040,6,006 -,,( 2010 ),null,eb .
2092,15950,6,yvtr brvr,dvdv tsh,akhry lylh shl r ` sh,2010,hebrew
251,466,002,st louis blues march ( swing greats ),colin busby big swing band,swing greats,1999,
251,5240,2,the colin busby big swing band - st louis blues march,,swing greats,99,english
4754,4295,017,lei se (< colezo !> noriko sakai best selection ),jiu jing fa zi,< colezo !> noriko sakai best selection,2005,
4754,8275,17,jiu jing fa zi - lei se,,< colezo !> noriko sakai best selection,05,japanese
4754,9193,17,lei se,jiu jing fa zi,< colezo !> noriko sakai best selection,2005,japanee
2853,5489,002,"crazy in love ( bbc live version ) ( cosmosonica : tom middleton presents crazy covers , volume 1 )",snow patrol,"cosmosonica : tom middleton presents crazy covers , volume 1",2005,
2853,6306,2,snow patrol - crazy in love ( bbc live version ),,"cosmosonica : tom middleton presents crazy covers , volume 1",7,english
3567,435,005,dime como ( comenzare ),luis fonsi,comenzare,,
3567,6860,5,dime como,luis fonsi,comenzare,,spanish
3727,5346,6,alex parks - get out,,honest,05,english
3727,7160,6,006 - get out,alex parks,honesty ( 2005 ),null,eng .
3727,7801,6,get out - ohnesty,alex parks,,' 05,english
3727,13417,5,get out ( honesty ),alex parks,honesty,2005,
3727,16681,6,ge tout,alex parks,honesty,2005,english
1404,2681,19,howard blake - [ untitled ],,the canterville ghost,,english
1404,6427,019,[ untitled ] ( the canterville ghost ),howard blake,the canterville ghost,,
1404,9644,18,019 -[ untitled ],howard blake,the canterville ghost ( unknown ),null,eng .
1404,10582,19,[ untitled ] - the canterville ghost,howard blake,,,english
1404,18971,19,[ untitled ],howard blake,the canterville ghost,,english
4042,3310,1,001 - valhalla,crimson glory,live at the dynamo open air ( 1986 ),null,eng .
4042,7797,1,valhalla,crimson glory,,' 86,english
9230,1178,011,luoksenne ( susien laki ),motelli skronkle,susien laki,1992,
9230,5692,,- luoksenne,motelli skronkle,susien laki (),null,fin .
9230,16792,11,luoksenne,motelli skronkle,susien laki,1992,finnish
9230,17910,11,luoksenne - susien laki,motelli skronkle,,' 92,finnish
2738,5256,16,set me free,jaki graham,greatest eighties collection,,english
2738,9938,016,set me free ( greatest eighties collection ),graham,greatest eighties collection,,
6334,12175,001,december song ( i dreamed of christmas ),george michael,december song ( i dreamed of christmas ),2009,
6334,16120,1,george michael - december song ( i dreamed of christmas ),,december song ( i dreamed of christmas ),09,english
1202,1892,009,"china grove ( country , soul & rock - n - roll )",cook & glenn,"country , soul & rock - n - roll",2006,
1202,2307,9,"china grove - countr y , soul & rock - n - roll",cook & glenn,,' 06,neglsh
1202,6591,9,china grove,cook & glenn,"country , soul & rock - n - roll",2006,english
1202,11615,9,009 - china grove,cook & glenn,"country , soul & rock - n - roll ( 2006 )",null,eng .
2485,3099,16,angel city chorale - why walk when you can fly ?,,why walk when you can fly ?,99,english
2485,4786,016,why walk when you can fly ?,angel city chorale,why walk when you can fly ?,1999,
6055,2008,1,salva mea - ministry of sound : the rush,faithless,,' 08,english
6055,10689,1,001 - salva mea,faithless,ministry of sound : the rush ( 2008 ),null,eng .
6055,11630,1,salva mea,faithless,ministry of sound : the rush,2008,english
6055,14833,1,faithless - salva mea,,ministry of sound : the rush,08,english
6055,18184,001,salva mea ( ministry of sound : the rush ),faithless,ministry of sound : the rush,2008,
5917,2201,40,040 - althara,teena,enne kaipidichu nadathunna sneham ( 2009 ),null,mal .
5917,9027,null,althara,null,enne kaipidichu nadathunna sneham,2009,malayalam
5917,11372,40,teena - althara,,enne kaipidichu nadathunna sneham,09,malayalam
5917,13202,40,althara - enne kaipidichu nadathunna sneham,teena,,' 09,malayalam
3446,6621,5,"wolfgang amadeus mozart - il dissoluto punito , ossia il don giovanni , k . 527 : act i , scene ix . no . 7 duettino "" la ci",,essential mozart : 32 of his greatest masterpieces,,english
3446,10356,5,"il dissoluto punito , ossia il don giovanni , k . 527 : act i , scene ix . no . 7 duettino "" la ci darem la mano """,wolfgang amadeus mozart,,,english
1688,273,15,duel in the sun - the alamo : the essential film music collection,dimitri tiomkin,,' 04,english
1688,3254,15,dimitri tiomkin - duel in the sun,,the alamo : the essential film music collection,04,english
5518,2234,3,tumbalalaika,the barry sisters,main glick,,yiddish
5518,10599,3,00u3 - tumbalalaika,the barry sisters,main glick ( unknown ),null,yid .
5518,12131,003,tumbalalaika ( main glick ),barry sisters,main glick,,
9272,4777,067,summertime ( 101 best of jazz ),ella fitzgerald and her savoy eight,101 best of jazz,,
9272,5246,67,elal fitzgerald and her savoy eight - summertime,,101 best of jazz,,english
9272,6288,67,067 - summertime,ella fitzgerald and her savoy eight,101 best of jazz ( unknown ),null,eng .
9272,17518,67,summertime - 101 best of jazz,ella fitzgerald and her savoy eight,,,english
9272,17983,67,summertime,ella fitzgerald and her savoy eight,101 best of jazz,,english
9559,6608,7,satellites and astronauts - clayman,in flames,,' 00,english
9559,9608,7,007 - satellites and astronauts,in flames,clayman ( 2000 ),null,eng .
9559,18531,7,in flames - satellites and astronauts,,clayman,00,english
1707,3288,7,yarei ' ach - gdlnv ykhd,shlmhartsy,,' 98,hebrew
1707,7349,7,yarei ' ach,shlmh artsy,gdlnv ykhd,1998,hebrew
1707,12509,6,007 - yarei ' ach,,( 1998 ),null,hbe .
6232,1961,3,the 1st time ( feat . jessie tesolin ) - you plan to do nothing,crouse,,' 10,english
6232,8821,3,003 - the 1st time ( feat . jessie tesolin ),zac crouse,null,null,eng .
6232,11971,3,zac crouse - the 1st time ( feat . jessie tesolin ),,you plan to do nothing,10,english
657,1245,5,kpassion,gast decor,the pete tong collection,2013,english
657,13866,005,passion ( the pete tong collection ),gat decor,pete pete tong collection,2013,
7717,5891,012,when you were mine ( time after time : the best of ),cyndi lauper,time after time : the best of,2000,
7717,8779,12,when you were mine - time after time : the best of,cyndi lauper,,' 00,english
7717,12976,12,cyndi lauper - when you were mine,,unknown,00,eenglish
7717,14920,12,012 - whe you were mine,cyndi lauper,time after time : the best of ( 2000 ),null,eng .
7717,16180,12,when you were mine,cyndi lauper,time after time : the best of,2000,english
4806,423,017,gravy ( antranig remix ) ( big city beats 16 ),ministers de la funk,big city beats 16,2012,
4806,9293,17,gravy ( antranig remix ),ministers de la funk,big city beats 16,2012,english
5880,8353,4,so many things ( eden ),sarah brightman,eden,1999,
5880,11299,1,003 - so many thing s,sarah brightman,eden ( 1999 ),null,unkknown
5880,16894,3,so many things,sarah brightman,eden,1999,[ multiple languages ]
5220,2884,011,blaydon races ( england ),[ unknown ],england,,
5220,10053,11,011 - blaydon races,[ unknown ],england ( unknown ),null,eng .
5220,14947,11,blaydon races,[ unknown ],england,,enlglish
4893,2527,10,price of love - stereophonic meltdown,triggerdaddy,,,english
4893,4174,10,010 - price of love,triggerdaddy,stereophonic meltdown ( unknown ),null,eng .
4893,7431,10,price of love,triggedaddy,stereophonic meltdown,,englsih
4893,9459,10,triggerdaddy - price of love,,meltdown,,english
5248,7974,5,graham parker - soul corruption,,alone in america,89,english
5248,10109,005,soul corruption ( live ! alone in america ),grahamparker,live ! alone in america,1989,
2693,5176,003,"the well - tempered clavier , book ii : prelude & fugue no . 15 in g major , bwv 884 ( the well - tempered clavier , books i",johann sebastian bach,"the well - tempered clavier , books i & ii ( feat . organ : louis thiry )",1973,
2693,9789,3,"johann sebastian bach - the well - tempered clavier , book ii : prelude & fugue no . 15 in g major , bwv 884",,"the well - tempered clavier , books i & ii ( feat . organ : louis thiry )",73,english
2203,4251,1,expedition ( full mix ),bobo kantor,big aerials : bobo kantor,,english
2203,16317,001,expedition ( full mix ) ( big aerials : bobo kantor ),bobo kantor,big aerials : bobo kantor,,
9697,2959,b1,suck my left one - bikini kill,bikini kill,,' 12,english
9697,9802,b1,0b1 - suck my lekft one,bikini kill,bikini kill ( 2012 ),null,eng .
9697,18797,b1,bikini kill - suck my left one,,bikini kill,12,english
1510,2888,3,battlefield band - the pilgrim ' s march / scarlet & black / the struggle / struy lodge,,on the rise,86,english
1510,11088,3,the pilgrim ' s march / scarlet & black / the struggle / struy lodge - on the rise,battlefield band,,' 86,english
1510,18365,3,the pilgrim ' s march / scarlet & black / the struggle / struy lodge,battlefield band,on the rise,1986,english
1510,18434,3,003thepilgrim ' smarch / scarlet & black / thestruggle / struylodge,battlefield band,on the rise ( 1986 ),null,eng .
1459,260,16,quest - t dredz +,dredz t,,' 12,
1459,2789,16,t dredz - quest,,t dredz +,12,null
2546,2428,8,008 - born again,babe the blue ox,box ( unknown ),null,eng .
2546,4905,7,babe the blue ox - born again,,box,,unk .
2546,5591,8,born again,babe the blue ox,box,,english
2546,12767,8,born again - box,babe the blue ox,,,english
2546,13441,008,born again ( box ),babe the blue ox,box,,
3265,6266,4,sink with california - a best of youth brigade,youth brigade,,' 02,english
3265,12343,4,sink with california,youth brigade,a best of youth brkigade,2002,english
3265,13397,4,004 - sink with california,youth brigade,a best of youth brigade ( 2002 ),null,eng .
3265,16625,004,sink with california ( a best of yotuh brigade ),youth brigade,a best of youth brigade,2002,
2442,4699,10,adriano in siria - aria : tutti nemici e rei,antonio caldara,caldara in vienna : forgotten castrato arias,2010,italian
2442,4853,01 0,adriano in siria - aria : tutti nemici e rei ( caldara in vienna : forgotten castrato arias ),antonio caldara,caldara in vienna : forgotten castrato arias,2010,
2442,19280,,antonio caldara - adriano in siria - aria : tutti nemici e rei,,caldara in vienna : forgotten castrato arias,,italian
1973,3808,7,007 - honky tonk woman,ojhnny hallyday,flashback tour ( 2006 ),null,fre .
1973,13849,7,honky tonk woman,johnny hallyday,flashback tour,2006,french
9885,792,6,"pettybone - rock sound : 100 % volume , # 155",pettybone,,' 11,english
9885,2183,6,pettybone,pettybone,n ull,11,english
9885,15994,6,006 - pettybone,pettybone,"rock sound : 100 % volume , # 155 ( 2011 )",null,eng .
9885,19159,006,"pettybone ( rock sound : 100 % volume , # 155 )",pettybone,"rock sound : 100 % volume , # 155",2011,
1975,3812,7,007m - ud,the reverend peyton ' s big damn band,big damn nation ( 2006 ),null,eng .
1975,4341,7,mud,the reverend peyton ' s big damn band,big damn nation,2006,english
2706,5198,007,"all this is that ( carl and the passions : "" so tough "")",beach boys,"carl and the passions : "" so tough """,1991,
2706,6827,7,the beach boys - all this is that,,"carl and the passions : "" so tough """,91,english
7734,9739,1,claude debussy - la mer : de l ' aube a midi sur la mer,,"great composers , vollume 42 : la mer / nocturnes",,french
7734,14955,001,"la mer : de l ' aube a midi sur la mer ( the great composers , volume 42 : la mer / nocturnes )",claude debussy,"the great composers , volume 42 : la mer / nocturnes",,
7237,6294,13,boney m . - exodus ( noah ' s ark 2001 ),321,platinum hits,13,enlgish
7237,13970,24,exodus ( noah ' s ark 2001 ) ( platinum hits ),boney m .,platinum hits,2013,
2467,4752,10,na balada do rio salgado - radio s . amb . a,nacao zumbi,,' 00,portuguese
2467,5445,10,010 - na balada do rio salgado,nacao zumbi,radio s . amb . a ( 2000 ),null,por .
7704,304,1,fui un extrano - alianza,alianza,,' 97,spanish
7704,6180,1,alianza - fui un extrano,,alianza,97,spanish
7704,14897,001,fui un extrano ( alianza ),alianza,alianza,1997,
2579,1332,5,garden - pokemon kon ' tesuto ( no theema ),,pokemon : advanced adventure,,null
2579,3821,005,pokemon kon ' tesuto ( no theema ) ( pokemon : advanced adventure ),garden,pokemon : advanced adventure,,
2579,4964,5,pokemon kon ' tesuto ( no theema ) - pokemon : advanced adventure,garden,,,
2579,10906,5,005 - pokemon kon ' tesuto ( no theema ),garden,pokemon : advanced adventure ( unknown ),null,unknown
2579,11839,5,pokemon kon ' tesuto ( no theema ),garden,pokemon : advanced adventure,,
8767,3496,15,015 - mi vida,jose jose,15 exitos de oro ( unknown ),null,spa .
8767,17044,15,mi vida - 15 exitos de oro,jose jose,,,spanish
8767,17324,15,mi vida,jose jose,15 exitos de oro,,spanish
4755,2223,3,hasten heter travare - i alvans spar : ur var nordiska folkvise - och sagoskatt,eva & sten lofman,,' 98,swedish
4755,9196,3,eva & sten lofman - hasten heter travare,,i alvans spar : ur var nordiska folkvise - och sagoskatt,98,swedish
7127,13748,009,mama ' s prayers ( arctic rose ),unknown,arctic rose,1994,
7127,15138,9,susan _ aglukark _-_ mama ' s _ prayers,,arctic rose,94,english
4077,3566,12,tok tok tok - she and he,,she and he,08,english
4077,7861,null,she and he,tok tok tok,she and he,2008,english
4077,8135,012,she and he,tok tok tok,she and he,2008,
3316,417,13,013 - heartless,heart,these dreams : heart ' s greatest hits ( 1997 ),null,eng .
3316,6368,13,heartless - these dreams : heart ' s heart ' s hits,heart,,' 97,english
2053,1249,52,cripple bastards - hydrophobic web,,your lies in check,04,english
2053,3965,052,hydrophobic web ( your lies in check ),cripple bastards,your lies in check,2004,
2053,5016,52,hydrophobic web,cripple bastards,your lies in check,2004,english
2053,7880,52,hydrophobic web - your lies in check,cripple bastards,,' 04,english
2053,14544,52,052 - hydrophobic web,cripple bastards,your lies in check ( 2004 ),null,eng .
7982,15456,5,lester lampshade - backyard barbeque broadcast,giant sand,,' 11,english
7982,18313,5,005 - lester lampshade,giant sand,backyard barbeque broadcast ( 2011 ),null,eng .
3771,7251,0b1,standing on higher ground ( gaudi ),alan parsons project,gaudi,1987,
3771,12758,b1,the alan parsons project - standing on higher ground,,gaudi,87,english
3771,17176,b1,standing on higher ground - gaudi,alan parsons project,,' 87,english
3816,5069,5,oh sing only - roll koll 2008,null,,,[ multiple languages ]
3816,7331,5,praye - oh sing only,,roll koll 2008,,[ multiple languages ]
7701,7294,3,goo goo dolls - feel the silence,,let love in : live and intimate,07,english
7701,12717,3,feel the silence - let love in : live and intimate,goo goo dolls,,' 07,english
7701,14892,3,feel the silence,goo goo dolls,let love in : live and intimate,2007,english
7701,15595,003,feel the silence ( let love in : live and intimate ),goo goo dolls,let love in : live and intimate,2007,
8895,17267,8,"wolfgang amadeus mozart - symphony no . 41 in c major , k . 551 "" jupiter "": iv . allegro molto",,"symphonies nos . 40 , 41",91,english
8895,18469,8,"symphony no . 41 in c major , k . 551 "" jupiter "": iv . allegro molto - symphonies nos . 40 , 41",wolfgang amadeus mozart,,' 91,english
9862,9798,1,perpetuum - moetjenou ?!,tin,,' 10,dutch
9862,14722,1,tin men and the telephone - perpetuum,,moetjenou ?!,10,dutch
9862,19111,001,perpetuum ( moetjenou ?!),tin men and the telephone,moetjenou ?!,2010,
3755,1337,5,005 - pigmalion,astor piazzolla,hommage a astor piazzolla ( unknown ),null,unknown
3755,7223,005,pigmalion ( hommage a astor piazzolla ),astor piazzolla,hommage a astor piazzolla,,
3755,8567,5,astor piazzolla - pigmalion,,hommage a astor piazzolla,,[ multiple languages ]
3755,11748,5,pigmalion - hommage a astor piazzolla,astor piazzolla,,,[ multiple languages ]
6451,5952,4,004 - tu poder poder mi,javier calamaro,iluminado ( 2001 ),null,spa .
6451,12388,4,tu poder sobre mi - iluminado,javier calamaro,,' 01,spanish
6451,16066,4,tu poder sobre mi,javier calamaro,iluminado,2001,spanish
9440,13344,004,road to valhalla ( anthology iv - summoning the ancient power of the runes ),adalruna,anthology iv - summoning the ancient power of the runes,2009,
9440,14262,4,road to valhalla,adalruna,anthology iv - summoning the ancient power of the runes,2009,english
9440,18304,4,004 - road to valhalla,adalruna,anthology iv - summoning the ancient power of the runes ( 2009 ),null,ng .
1479,2386,13,reggiana reggiana,marco uccellini,uccellini,2004,italian
1479,2829,1 3,013 - la reggiana,marco uccellini,uccellini ( 2004 ),null,ita .
1759,3392,005,the winter ship ( tremolopsi !),garmonbozia,tremolopsi !,,
1759,12339,5,garmonbozia - the winter ship,,tremolopsi !,,english
270,497,9,mi suanna,the boogie jack,the boogie jack,2005,jjapanese
270,16549,009,misuanna ( the boogie jack ),boogie jack,the boogie jack,2005,
3793,7288,7,little star,chuck berry,new juke box hits,1961,english
3793,10418,007,little star ( new juke ox hits ),chuck berry,new juke box hits,1961,
3793,10858,7,chuck berry - little star,,new juke box hits,61,english
3118,20,6,callate - los vaqueros : el regreso : deluxe edition,wisin & yandel,,' 11,spanish
3118,2932,006,callate ( los vaqueros : el regreso : deluxe edition ),wisin & yandel,los vaqueros : el regreso : deluxe edition,2011,
3118,5984,6,wisin & yandel - callate,,los vaqueros : el regreso : deluxe edition,11,spanish
3118,15591,6,callate,wisin & yandel,los vaqueros : el regreso : deluxe edition,2011,spanish
3118,18781,6,0006 - callate,wisin & yandel,los vaqueros : el regreso : deluxe edition ( 2011 ),null,spa .
7653,10161,005,charles and die laughing ( khartoum heroes ),khartoum heroes,khartoum heroes,1994,
7653,10266,5,khartoum heroes - charles and die laughing,,khartoum heroes,94,english
7653,14796,5,005 - charles and die laughing,khartoum heroes,khartoum heroes ( 1994 ),null,eng .
7653,15649,5,charles and die laughing - khartoum heroes,khartoum heroes,,' 94,english
7653,18480,5,charles and die laughing,khartoum heroes,khartoum heroes,1994,english
5721,10999,9,milord,nicole,how do you keep the music playing,1999,english
5721,15187,009,milord ( how do you keep the music playing ),nicole,how do you keep the music playing,1999,
5721,17150,9,nicole - milord,,how do you keep the music playing,99,english
4916,2487,3,new plans - breakeven 2200,heed,,' 00,english
4916,3924,3,new plans,heed,breakeven 2200,2000,english
4916,5849,3,heed - new plans,,breakeven 2200,00,english
4916,6104,3,003 - new plans,heed,breakeven 2200 ( 2000 ),null,eng .
4916,9505,003,new plans ( breakeven 2200 ),heed,breakeven 2200,2000,
4966,5481,7,the dust of basement - your light,,awakening the oceans,5,english
4966,9605,007,your light ( awakening the oceans ),dst of basement,awakening the oceans,2004,
3724,7155,003,phantom 309 ( the best of boxcar willie ),boxcar willie,the best of boxcar willie,,
3724,15043,3,phantom 309 - the best of boxcar willie,boxcar willie,,,english
3724,16771,2,boxcar willie - pahntom 309,,the best of boxcar willie,,english
1438,798,14,014 - labeled,sworn eneemy,jagermusic : rarities 2004,2004,eng .
1438,2744,14,sworn enemy - labeled,,jagermusic : rarities 2004,04,english
1438,5208,14,labeled,sworn enemy,jaagermusic : rarities 2004,2004,english
1438,10793,14,labeled - jagermusic : rarities 2004,sowrn enemy,,' 04,english
1438,19059,014,labeled ( jagermusic : rarities 2004 ),sworn enemy,jagermusic : rarities 2004,2004,
2453,4729,008,day of the dead ( thrones ),alaya,thrones,2014,
2453,8106,8,day of the dead - thrones,alaya,,' 14,english
2453,17327,8,alaya - day of the dead,,thrones,14,en glish
2959,4401,2,don ' t talk ( shelter late night vocal ),jon b .,don ' t talk,' 01,english
2959,5686,2,jon b . - don ' t talk ( shelter late night vocal ),,don ' t talk,01,english
6921,1453,22,022 - five little monkeys,the countdown kids,50 silly songs ( 2010 ),null,unknown
6921,2228,022,five little monkeys ( 50 silly songs ),countdown kids,50 silly songs,2010,
6921,7250,22,five little monkeys - 50 silly songs,countdwn kids,,' 10,
6921,13366,22,the countdown kids - five little monkeys,,50 silly songs,10,null
6921,15493,22,five little monkeys,the countdown kids,50 silly songs,2010,
4334,4178,2,002 - give my love to you,forte,with a child ' s heart ( 1997 ),null,egn .
4334,8379,2,give my love to you - with a child ' s heart,forte,,' 97,english
4990,9653,13,provinssin jalkeen,jenni vartiainen,seilissa,2011,finnish
4990,16320,013,provinssin jalkeen ( seilissa ),jenni vartiainen,seilissa,2021,
6306,4312,14,014 - purple pilvls,d12,the history of hip hop 2 ( 2004 ),null,eng .
6306,12112,24,purple pills - the history of hip hop 2,d12,,' 04,english
3408,6546,2,the 2 bears - work,,work,12,englivsh
3408,8894,2,work,2 bears,work,' 12,english
6344,4655,12,wolf & raven - silence,sonata arctica,,' 01,english
6344,12190,012,wolf & raven ( silence ),sonata arctica,silence,2001,
6344,12834,12,sonata arctica - wolf & raven,,silence,01,english
3325,6386,1,biovaseline ' s amphetamine breakdown - spam,mega,,,english
3325,15331,1,biovaseline ' s amphetamine breakdown,mega,spam,,english
3325,15530,1,001 - biovaseline ' s amphetamine breakdown,mega,spam ( unknown ),null,eng .
4791,4096,003,bluebird of happiness,mojave _ 3,bluebird of happiness,2003,
4791,9257,3,bluebird of happiness,mojave 3,bluebird of happiness,2003,english
8428,11854,,lluvia a ' oro - mystery loves company,lee baby sims,,,english
8428,16359,4,lee baby sims - lluvia a ' oro,,mystery loves company,,english
786,1495,17,canzon per sonare no . 1 ' la spiritata ',giovanni gabrieli,"the chicago brass ensemble , the boston brass ensemble , e . power / the antiphonal music of gabrieli",,english
786,4683,17,gviovanni gabrieli - canzon per sonare no . 1 ' la spiritata ',,"the chicago brass ensemble , the boston brass ensemble , e . power / the antiphonal music of gabrieli",,english
786,10840,017,"canzon per sonare no . 1 ' la spiritata ' ( the chicago brass ensemble , the boston brass ensemble , e . power / the antiphonal music of gabrieli",giovanni gabrieli,"the chicago brass ensemble , the boston brass ensemble , e . power / the antiphonal music of gabrieli",,
2612,2410,9,wild strawberries - all i want,,twist,00,englissh
2612,5028,unk .,all i want ( twist ),wild strawberries,twist,2000,
2612,18419,9,all i want - twist,wild strawberries,,' 00,n . a .
9934,6840,16,music will turn you on ( dabruck & klein remix edit ) - house clubhits 2011,michael feiner & eric amarillo,,' 10,english
9934,19254,16,michael feiner & eric amarillo - music will turn you on ( dabruck & klein remix edit ),,house clubhits 2011,10,english
